,zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,Language,legal_gps2122,legal_music2122,legal_app2122,year,month,day
2666,98034,2,,5,5,5,4,5,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,,2,2,2,,2,4,4,4,4,4,4,4,1,2,2,2,1,2,1,2,2,2,2,2,2,2,56,4,3,1,1,1,2.0,0.794702018,1.0,2.0,2.0,2.0,2021,6,19
2667,98144,2,,1,2,2,2,1,2,2,2,1,2,2,3,4,3,2,3,2,1,2,3,2,,1,1,1,2,1,,1,2,3,,3,2,3,1,2,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,27,2,4,3,1,1,1.0,1.528776595,1.0,1.0,1.0,2.0,2021,6,19
2668,98168,1,1.0,3,6,3,2,3,3,2,4,4,2,2,1,1,1,1,1,1,1,1,2,3,,3,3,3,1,3,,3,3,1,,2,2,4,3,4,4,4,4,1,1,1,2,1,1,1,1,1,1,2,2,2,1,34,2,3,2,3,1,1.0,1.029079897,1.0,3.0,2.0,3.0,2021,6,19
2669,98105,1,3.0,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,,2,2,2,,2,3,4,3,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,24,2,1,1,1,1,1.0,0.365064406,1.0,2.0,2.0,2.0,2021,6,19
2670,98121,1,1.0,1,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,4,1,,2,2,1,3,2,,1,1,2,,2,4,3,1,4,4,4,4,2,1,2,2,2,2,2,1,1,2,2,2,2,1,43,3,1,4,5,1,1.0,0.482035799,1.0,1.0,3.0,1.0,2021,6,19
2671,98133,1,1.0,1,2,2,3,3,1,2,2,3,3,1,2,3,3,3,4,4,4,5,2,1,,2,1,2,2,2,,2,2,2,,1,1,2,3,1,2,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,1,28,2,1,3,3,1,1.0,0.687950925,2.0,2.0,1.0,1.0,2021,6,19
2672,98034,1,1.0,3,3,5,2,3,2,1,2,3,2,3,2,1,3,3,2,1,1,2,2,3,,2,2,1,1,2,,2,2,1,,2,4,3,2,2,3,4,3,1,2,1,2,2,1,1,2,1,1,1,1,2,1,43,3,1,3,3,1,2.0,0.453551865,2.0,1.0,2.0,2.0,2021,6,19
2673,98032,1,1.0,2,2,3,5,3,4,2,4,4,4,1,1,1,2,1,1,1,1,2,1,3,,2,2,2,3,3,,2,2,3,,2,2,2,4,3,5,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,33,2,3,2,3,1,2.0,1.055818706,1.0,3.0,3.0,3.0,2021,6,19
2674,98007,2,,5,5,5,5,5,4,2,4,4,1,1,1,1,1,1,1,1,1,3,4,2,,2,1,2,1,1,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,35,3,4,2,1,2,1.0,0.701705844,1.0,1.0,2.0,2.0,2021,6,19
2675,98023,1,1.0,3,4,2,1,4,3,1,3,4,4,3,1,1,1,1,1,1,1,2,1,3,,2,1,1,1,1,,1,1,1,,2,3,3,3,4,3,3,4,1,1,1,2,2,1,2,2,2,2,1,1,2,1,57,4,1,3,4,1,2.0,1.028436577,1.0,3.0,2.0,2.0,2021,6,19
2676,98111,1,2.0,3,3,3,3,3,4,4,3,3,3,1,1,1,1,2,1,1,1,1,1,3,,2,2,2,2,2,,2,2,2,,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,41,3,3,3,4,1,1.0,1.128523783,1.0,2.0,2.0,2.0,2021,6,19
2677,98121,1,1.0,1,2,3,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,4,1,,2,2,1,1,1,,2,3,1,,2,4,4,5,4,3,4,4,2,2,2,1,2,2,2,2,1,2,2,2,2,1,30,2,3,4,3,1,2.0,1.089614008,1.0,3.0,1.0,1.0,2021,6,19
2679,98126,2,,5,5,5,5,5,3,2,4,4,4,1,1,1,1,1,1,1,1,2,1,3,,2,2,1,1,2,,2,2,2,,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,54,4,3,1,2,1,2.0,1.06163994,1.0,3.0,2.0,3.0,2021,6,19
2680,98074,2,,3,3,5,5,3,3,2,3,3,3,2,2,1,5,2,1,1,1,2,2,3,,1,2,2,3,2,,2,2,3,,2,4,3,3,3,3,3,3,1,1,1,2,1,1,1,2,2,1,1,1,2,2,30,2,3,2,2,1,2.0,1.055818706,1.0,3.0,2.0,2.0,2021,6,19
2681,98024,2,,1,5,5,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,,2,1,2,2,1,,1,1,2,,2,3,4,3,3,3,3,4,1,2,2,2,2,2,2,2,1,2,2,2,2,1,35,3,3,4,5,1,1.0,0.470425464,1.0,1.0,2.0,1.0,2021,6,19
2682,98121,1,1.0,3,3,4,2,1,2,3,3,4,3,3,2,2,3,2,2,1,1,2,3,1,,2,2,1,1,1,,1,1,3,,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,40,3,1,4,5,1,1.0,0.631147122,1.0,2.0,1.0,1.0,2021,6,19
2683,98056,1,1.0,5,5,5,3,3,4,2,4,4,4,1,1,1,1,1,1,1,1,1,2,3,,2,2,2,3,2,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,2,1,1,2,1,73,5,4,3,2,1,2.0,5.321627914,1.0,3.0,3.0,2.0,2021,6,19
2684,98104,1,1.0,1,2,1,1,2,1,2,1,2,2,3,3,2,3,2,2,1,1,1,2,2,,2,1,1,1,1,,1,1,1,,2,1,1,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,38,3,3,3,4,1,1.0,0.491808439,1.0,1.0,1.0,2.0,2021,6,19
2685,98121,2,,1,5,5,5,5,4,3,4,4,4,1,1,1,3,2,1,1,1,1,1,2,,3,3,2,3,2,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,44,3,3,3,5,1,1.0,0.540989283,1.0,3.0,2.0,2.0,2021,6,19
2686,98133,2,,5,5,5,6,5,4,2,4,4,3,1,1,1,1,1,2,1,1,3,1,2,,2,2,2,1,2,,2,2,1,,2,4,4,4,3,4,4,4,1,2,2,1,1,1,1,2,1,2,1,2,2,1,42,3,3,2,4,2,,0.363510586,1.0,3.0,2.0,2.0,2021,6,19
2687,98029,2,,2,5,5,1,1,4,2,3,4,3,2,2,2,2,1,1,1,1,2,3,3,,2,2,2,3,2,,2,2,1,,2,4,3,1,4,3,4,3,1,1,2,2,1,2,1,2,2,2,1,1,2,1,37,3,3,4,5,1,2.0,0.470425464,1.0,1.0,3.0,2.0,2021,6,19
2689,98055,1,7.0,5,5,5,2,5,4,1,4,4,4,2,1,1,3,2,1,1,2,2,1,1,,2,2,2,1,3,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,1,1,2,2,53,4,3,2,2,1,2.0,0.902393949,1.0,1.0,2.0,2.0,2021,6,19
2690,98075,2,,5,5,5,2,5,4,1,4,4,4,2,1,2,3,2,1,1,1,1,1,3,,2,2,2,1,2,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,2,2,2,2,2,2,1,1,2,2,46,3,3,3,5,1,2.0,1.342974524,1.0,3.0,2.0,2.0,2021,6,19
2691,98038,1,1.0,2,3,5,4,3,3,2,3,4,3,2,2,1,1,1,1,1,1,3,2,2,,1,2,2,1,3,,3,2,1,,2,4,3,3,3,3,3,3,1,2,2,2,2,2,2,2,1,2,1,1,2,2,37,3,3,4,4,1,2.0,0.981325028,1.0,3.0,3.0,2.0,2021,6,19
2692,98003,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,1,3,,2,2,2,,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,58,4,2,1,1,1,1.0,1.279188727,1.0,2.0,2.0,2.0,2021,6,19
2693,98121,2,,5,5,5,5,3,4,2,4,4,4,2,1,1,1,1,2,1,1,2,2,3,,2,1,2,1,3,,1,1,1,,3,4,4,4,3,4,4,4,2,2,2,2,2,1,1,2,2,2,1,1,2,2,20,2,4,3,5,2,1.0,0.483264969,1.0,1.0,3.0,3.0,2021,6,19
2694,98125,1,1.0,5,5,5,2,5,4,1,4,4,4,2,1,1,2,1,1,1,1,1,1,2,,2,3,3,1,1,,1,3,1,,2,4,4,4,4,4,4,4,2,2,1,2,1,1,1,2,2,1,1,1,2,1,57,4,3,3,4,1,2.0,1.405724058,1.0,1.0,3.0,2.0,2021,6,19
2695,98045,1,1.0,1,3,3,5,5,3,3,3,3,4,2,2,1,1,1,1,1,1,1,1,3,,2,2,2,1,2,,2,2,1,,2,2,2,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,21,2,3,1,1,1,1.0,1.155646172,1.0,3.0,2.0,2.0,2021,6,19
2696,98005,2,,5,5,5,1,5,4,4,4,4,4,1,1,2,3,3,1,1,2,5,1,2,,2,3,2,2,3,,1,2,1,,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,73,5,1,4,2,2,2.0,1.962135259,2.0,3.0,2.0,2.0,2021,6,19
2697,98107,1,1.0,2,4,2,2,3,4,3,3,4,4,2,1,1,3,1,1,1,1,1,1,2,,2,2,2,2,2,,1,1,2,,2,3,3,3,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,28,2,3,4,2,2,1.0,1.210682231,1.0,3.0,1.0,2.0,2021,6,19
2698,98117,1,1.0,3,3,2,1,2,3,2,4,4,2,2,1,4,3,1,1,1,1,1,5,1,,3,2,3,1,2,,2,1,3,,2,3,5,2,3,5,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,27,2,1,3,2,1,1.0,0.764389916,1.0,1.0,2.0,2.0,2021,6,19
2699,98028,2,,3,3,5,2,5,3,2,3,3,3,2,1,1,2,2,1,1,1,1,2,2,,2,2,2,1,3,,2,2,1,,2,4,3,4,4,2,4,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,52,4,3,4,3,1,2.0,0.955475946,1.0,1.0,2.0,2.0,2021,6,19
2700,98178,2,,5,5,5,5,5,4,2,5,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,3,2,,3,2,1,,2,4,4,4,4,4,4,4,1,1,2,1,1,1,1,1,2,1,1,1,2,1,40,3,3,1,1,2,2.0,0.470425464,1.0,2.0,2.0,2.0,2021,6,19
2701,98077,1,1.0,3,3,5,2,5,4,1,4,4,4,2,1,1,1,1,1,1,1,2,2,2,,2,2,1,1,3,,2,2,1,,2,4,3,3,4,4,4,4,1,2,2,2,1,2,1,2,2,2,2,2,2,1,44,3,3,2,5,1,3.0,0.363510586,1.0,1.0,2.0,2.0,2021,6,19
2702,98038,2,,1,1,1,3,1,3,1,2,3,2,2,2,1,2,1,1,1,1,1,4,3,,1,2,2,1,2,,3,2,1,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,35,3,1,2,2,1,2.0,0.487704594,1.0,1.0,2.0,1.0,2021,6,19
2703,98125,1,1.0,2,2,1,1,1,2,1,4,4,2,3,1,2,2,2,1,1,1,2,3,2,,2,1,1,1,1,,1,1,1,,2,1,2,2,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,2,1,26,2,3,2,2,1,1.0,1.029079897,1.0,1.0,2.0,2.0,2021,6,19
2704,98109,1,3.0,5,5,5,5,5,4,4,4,4,4,2,1,2,2,2,1,1,1,1,2,2,,2,3,3,1,3,,3,3,1,,2,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,2,2,1,1,2,1,38,3,3,3,2,2,1.0,0.491808439,1.0,3.0,1.0,3.0,2021,6,19
2705,98144,1,1.0,5,5,5,5,5,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,3,,2,2,2,3,1,,3,2,1,,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,2,2,1,1,2,2,48,3,4,3,1,1,2.0,1.107307628,1.0,3.0,2.0,2.0,2021,6,19
2706,98107,1,1.0,4,4,3,1,2,3,1,2,3,2,2,1,2,2,2,1,1,1,1,2,1,,2,2,2,1,2,,2,2,1,,2,3,4,2,4,4,4,4,1,1,1,1,1,1,1,2,1,2,1,1,2,1,30,2,3,4,2,1,1.0,1.210682231,1.0,1.0,2.0,2.0,2021,6,19
2707,98105,1,1.0,1,2,2,3,1,2,2,3,3,3,2,1,3,3,2,1,1,1,1,2,2,,2,2,3,3,3,,2,2,1,,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,20,2,3,2,4,1,2.0,0.757429067,1.0,2.0,2.0,2.0,2021,6,19
2708,98031,1,1.0,4,5,3,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,1,2,,2,2,2,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,69,5,3,3,2,1,2.0,1.018885137,1.0,2.0,2.0,2.0,2021,6,19
2709,98133,2,,5,5,5,5,5,4,2,4,4,2,1,1,1,2,1,1,1,1,3,1,2,,2,2,3,1,3,,1,3,1,,2,4,4,4,4,4,3,4,1,1,1,2,1,1,1,1,1,2,1,1,2,1,34,2,2,1,1,2,1.0,1.292260446,1.0,3.0,3.0,3.0,2021,6,19
2710,98155,1,1.0,4,5,5,3,2,3,2,4,4,3,2,3,1,1,1,1,1,1,1,3,3,,1,1,3,3,3,,1,3,3,,3,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,2,2,1,1,2,2,21,2,3,2,1,2,2.0,0.757429067,1.0,1.0,3.0,3.0,2021,6,19
2711,98199,1,1.0,1,5,5,1,5,3,1,3,4,3,3,1,2,3,2,1,1,1,2,2,2,,2,2,2,1,2,,3,2,1,,2,3,4,3,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,23,2,3,3,1,1,1.0,1.12723267,1.0,1.0,2.0,3.0,2021,6,19
2713,98001,1,1.0,2,2,3,3,3,3,1,3,4,4,2,1,1,2,1,1,1,1,2,1,2,,2,2,2,2,2,,2,2,1,,2,4,2,2,4,4,4,4,2,2,2,1,2,2,1,2,2,1,1,1,2,1,36,3,3,1,1,1,2.0,0.470425464,1.0,2.0,2.0,2.0,2021,6,19
2714,98023,1,1.0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,,2,2,3,1,2,,2,2,1,,2,3,3,3,4,4,4,4,2,2,1,1,2,2,2,2,2,2,1,1,2,1,38,3,3,2,3,1,2.0,0.363510586,1.0,2.0,2.0,2.0,2021,6,19
2716,98177,2,,5,5,3,2,3,4,2,4,4,4,1,1,1,2,1,1,1,1,1,1,2,,2,2,2,2,2,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,75,5,3,4,2,1,2.0,1.194642386,1.0,2.0,3.0,2.0,2021,6,19
2717,98121,1,6.0,5,5,5,2,5,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,2,,2,2,2,1,2,,3,2,1,,2,4,4,4,4,3,3,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,40,3,4,4,4,1,1.0,0.825536287,1.0,3.0,2.0,2.0,2021,6,19
2718,98105,1,3.0,5,5,3,2,3,3,2,2,4,4,3,2,1,2,1,2,1,1,1,2,1,,2,1,2,1,3,,1,1,1,,2,4,4,4,4,4,4,4,1,1,2,1,1,1,1,1,2,1,1,1,2,2,19,2,4,1,2,1,1.0,0.382027643,1.0,1.0,1.0,2.0,2021,6,19
2719,98101,1,1.0,5,5,3,2,5,3,1,4,4,3,2,1,1,2,2,1,1,1,1,2,2,,2,2,2,1,2,,2,2,1,,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,60,4,3,3,2,1,1.0,0.830824837,1.0,2.0,3.0,2.0,2021,6,19
2720,98002,2,,5,5,5,6,3,4,1,3,3,1,2,5,1,2,2,1,1,1,3,3,3,,2,1,2,3,1,,1,1,1,,2,4,3,2,4,1,5,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,22,2,7,1,3,2,1.0,0.343824879,1.0,1.0,1.0,1.0,2021,6,19
2721,98056,1,1.0,5,5,5,5,5,4,3,4,4,4,1,1,1,2,1,1,1,1,2,1,2,,2,1,2,1,1,,1,1,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,54,4,3,2,1,2,2.0,1.19588062,1.0,1.0,2.0,2.0,2021,6,19
2722,98052,1,1.0,5,5,5,2,5,4,2,4,4,2,1,1,1,1,1,1,1,1,1,5,3,,2,2,2,3,2,,2,2,1,,2,4,4,3,4,4,4,4,1,2,1,1,2,1,1,2,2,2,2,2,2,2,48,3,8,2,2,1,2.0,0.744040699,1.0,2.0,2.0,3.0,2021,6,19
2723,98001,2,,3,3,5,2,5,4,1,4,4,4,2,1,1,1,1,1,1,1,1,1,1,,2,2,3,3,3,,2,2,1,,2,4,4,4,4,4,4,4,1,1,1,1,2,2,1,2,2,1,2,2,2,2,72,5,3,4,5,1,1.0,0.974585783,1.0,2.0,2.0,2.0,2021,6,19
2725,98022,2,,5,5,3,2,5,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,3,,1,1,1,1,3,,1,1,1,,3,1,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,1,1,2,2,37,3,3,4,2,1,3.0,0.981325028,1.0,3.0,3.0,3.0,2021,6,19
2726,98125,1,1.0,3,4,3,2,3,3,3,4,4,2,4,2,1,1,1,1,1,1,1,2,3,,1,1,1,2,1,,1,1,1,,2,3,4,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,46,3,3,3,2,1,2.0,1.220885931,1.0,3.0,2.0,2.0,2021,6,20
2727,98109,2,,2,2,3,2,2,3,1,2,3,3,3,2,1,2,1,1,1,1,2,2,3,,2,2,1,1,3,,1,3,1,,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,37,3,2,3,3,1,1.0,0.73825041,1.0,3.0,2.0,2.0,2021,6,20
2728,98001,1,1.0,2,1,1,1,1,4,4,4,4,2,3,3,2,2,1,1,1,1,1,3,2,,2,2,2,1,2,,2,2,1,,2,2,2,2,4,4,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,1,40,3,3,3,5,1,2.0,0.540989283,1.0,2.0,2.0,2.0,2021,6,20
2729,98117,2,,5,5,5,5,5,3,1,4,4,2,3,2,1,1,1,1,1,1,1,2,1,,2,3,1,1,2,,3,3,3,,2,4,3,2,4,2,4,4,1,1,1,2,2,1,2,2,2,2,1,1,2,2,18,2,3,1,2,2,1.0,0.89109302,1.0,1.0,1.0,2.0,2021,6,20
2730,98144,1,1.0,1,1,2,3,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,,1,2,1,2,1,,1,1,2,,2,1,2,1,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,30,2,1,4,3,1,1.0,0.598218195,1.0,2.0,1.0,1.0,2021,6,20
2731,98004,1,2.0,3,3,2,2,1,3,2,4,4,4,3,2,1,1,1,1,1,1,1,2,3,,2,2,3,1,3,,1,2,1,,2,5,3,4,3,4,4,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,50,4,1,3,4,1,2.0,1.493902355,2.0,1.0,2.0,3.0,2021,6,20
2732,98011,1,1.0,1,2,3,3,2,2,1,3,4,3,2,1,1,1,1,1,1,1,2,2,3,,3,3,1,1,1,,3,3,1,,2,3,1,2,4,4,3,3,1,2,1,1,2,1,2,2,2,2,1,1,2,2,30,2,3,2,3,1,2.0,1.055818706,1.0,1.0,3.0,3.0,2021,6,20
2733,98008,1,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,1,1,1,1,,1,1,1,,1,3,2,3,2,3,2,3,2,1,2,1,2,2,1,2,1,2,2,2,2,1,56,4,1,3,3,3,1.0,0.925592919,2.0,1.0,1.0,1.0,2021,6,20
2734,98105,1,1.0,3,3,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,3,2,2,,2,1,2,1,1,,1,1,1,,2,2,3,2,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,37,3,3,1,2,1,1.0,0.427659513,1.0,2.0,2.0,2.0,2021,6,20
2735,98117,2,,5,6,6,5,5,3,2,4,4,4,2,1,2,2,1,1,1,1,1,2,1,,2,2,2,1,1,,3,3,3,,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,2,1,1,2,2,30,2,4,3,4,2,1.0,1.043716762,1.0,1.0,1.0,3.0,2021,6,20
2736,98001,2,,2,2,3,1,3,2,3,4,3,1,2,1,1,2,4,2,3,2,2,2,2,,1,2,2,1,2,,2,1,2,,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,35,3,3,4,5,1,1.0,0.470425464,1.0,2.0,2.0,2.0,2021,6,20
2737,98119,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,3,,2,2,2,3,3,,2,2,3,,2,4,4,4,4,4,4,4,2,2,1,2,1,1,2,1,1,2,2,2,2,2,53,4,3,1,1,2,2.0,1.167803934,1.0,2.0,2.0,2.0,2021,6,20
2739,98038,1,4.0,2,2,1,3,3,1,1,2,4,3,3,1,2,2,2,2,4,2,1,3,2,,2,2,2,2,2,,2,2,1,,1,1,4,5,1,2,3,3,2,2,2,2,1,2,2,2,1,2,2,2,2,1,18,2,1,1,3,1,2.0,0.29868906,1.0,2.0,1.0,2.0,2021,6,20
2740,98144,1,1.0,2,1,1,2,3,2,2,3,4,4,2,2,1,3,3,2,2,2,3,3,1,,2,2,2,1,2,,1,2,2,,1,1,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,62,4,4,2,2,2,2.0,1.272529209,1.0,1.0,1.0,2.0,2021,6,20
2741,98002,2,,5,5,5,5,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,3,3,3,3,3,,1,1,1,,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,2,1,1,1,2,2,62,4,3,2,2,2,3.0,0.614087923,1.0,3.0,2.0,3.0,2021,6,20
2742,98101,1,1.0,3,3,3,3,4,3,2,4,4,3,4,3,2,3,2,1,1,1,1,4,3,,1,1,1,1,3,,3,3,1,,1,4,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,51,4,4,3,5,1,2.0,1.107307628,1.0,3.0,2.0,3.0,2021,6,20
2743,98001,1,1.0,1,1,1,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,2,,2,2,2,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,40,3,3,4,5,1,1.0,0.470425464,1.0,2.0,2.0,2.0,2021,6,20
2744,98031,1,1.0,1,2,2,2,3,2,2,2,3,2,2,2,1,2,1,1,1,1,1,3,1,,3,3,3,1,1,,3,3,1,,3,1,1,1,2,2,3,3,1,2,2,2,2,1,2,2,1,2,1,1,2,2,24,2,3,3,3,1,2.0,0.922281276,1.0,1.0,3.0,3.0,2021,6,20
2745,98023,1,1.0,5,5,5,5,5,4,4,4,4,4,2,2,1,4,1,1,1,1,5,1,2,,2,2,1,3,2,,1,1,1,,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,1,2,2,1,1,2,1,18,2,2,1,1,1,1.0,0.567640732,1.0,3.0,3.0,3.0,2021,6,20
2746,98001,1,1.0,2,1,3,1,2,2,1,2,1,4,5,2,2,2,2,1,4,1,3,1,2,,1,2,3,1,1,,1,1,2,,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,21,2,1,2,2,1,1.0,0.282095223,2.0,2.0,1.0,2.0,2021,6,20
2747,98112,1,3.0,5,5,5,5,5,4,5,4,4,4,2,2,1,2,2,1,1,1,1,3,2,,2,2,2,3,2,,2,2,3,,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,70,5,3,3,5,1,1.0,0.922625128,1.0,3.0,2.0,2.0,2021,6,20
2748,98023,2,,5,5,5,4,5,3,1,4,4,4,3,1,2,2,1,1,1,1,1,1,2,,3,3,3,3,3,,3,3,1,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,19,2,3,1,2,1,2.0,0.89109302,1.0,1.0,1.0,2.0,2021,6,20
2749,98198,2,,2,2,3,1,1,2,1,3,4,2,2,2,1,1,1,1,1,1,2,3,3,,1,2,2,1,3,,2,2,1,,2,3,2,1,3,2,4,4,2,2,1,2,2,1,1,2,2,2,1,2,2,1,63,4,3,3,5,1,2.0,1.546296463,1.0,1.0,3.0,3.0,2021,6,20
2750,98116,2,,5,5,5,5,5,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,,2,2,1,1,2,,1,3,1,,2,4,4,4,4,4,4,4,1,2,1,1,1,1,1,2,2,2,1,1,2,2,20,2,4,2,2,1,2.0,0.324723497,1.0,3.0,2.0,2.0,2021,6,20
2751,98003,1,3.0,5,5,5,5,5,3,2,4,4,4,2,1,1,2,1,1,1,1,1,1,3,,2,2,2,3,2,,2,2,2,,2,4,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,2,1,2,1,35,3,3,1,2,2,1.0,0.427659513,1.0,2.0,3.0,3.0,2021,6,20
2752,98030,1,1.0,3,5,5,2,2,4,2,4,4,2,2,1,1,2,1,1,1,1,2,3,3,,2,2,2,1,3,,3,2,1,,2,4,4,3,4,3,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,30,2,3,2,3,1,2.0,1.055818706,1.0,3.0,3.0,3.0,2021,6,20
2754,98004,1,1.0,2,4,5,3,5,4,2,2,4,4,1,2,1,1,1,1,1,1,1,2,2,,2,2,2,3,3,,3,3,2,,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,22,2,4,3,5,1,2.0,0.483264969,1.0,3.0,2.0,2.0,2021,6,20
2755,98105,1,1.0,1,3,2,4,2,2,4,3,2,1,4,3,1,2,2,1,3,2,2,2,2,,2,1,1,2,2,,1,1,1,,1,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,21,2,1,2,2,1,2.0,0.282095223,2.0,2.0,1.0,2.0,2021,6,20
2756,98003,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,,2,3,1,1,3,,3,3,1,,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,2,2,2,2,73,5,3,2,1,1,1.0,0.753089014,1.0,3.0,2.0,3.0,2021,6,20
